LOCO_TYPE,LOCO_NUMBER,YEAR,Availability_Days,Distance_Travelled,Distance_per_day,Total_Failures,Reliability,Failure_Rate,Age_of_Locomotive,Usage_Intensity,Maintenance_Frequency,Fuel_Efficiency,Operating_Hours,Fleet_Type,Efficiency_Score,Maintenance_Score,Risk_Score,Reliability_Category,Age_Category
1,1019,2023,221,34249,154.97,5,59.83,0.0226,8,0.774864,2.0,3.17,4633.59,NRZ,7.39,6.65,0.1401,Low,Young
2,34905,2020,164,46990,286.52,9,48.77,0.0549,22,1.432622,0.88,2.64,3933.47,Hired,11.95,2.12,1.7303,Low,Old
1,1024,2021,270,63980,236.96,9,51.86,0.0333,7,1.184815,1.35,2.06,5617.53,NRZ,11.39,6.48,0.2762,Low,Young
1,2105,2023,266,24115,90.66,9,53.91,0.0338,10,0.453289,0.84,3.25,5786.81,NRZ,4.17,4.9,0.1532,Low,Young
2,36189,2021,127,27835,219.17,9,51.07,0.0709,26,1.095866,1.75,1.57,2881.13,Hired,9.66,1.89,2.0201,Low,Old
2,36401,2018,197,21568,109.48,8,52.21,0.0406,20,0.547411,0.64,1.94,4143.13,Hired,5.21,2.49,0.4445,Low,Mature
2,35912,2024,131,20781,158.63,7,57.18,0.0534,30,0.793168,1.95,1.63,2876.07,Hired,7.23,1.84,1.2707,Low,Old
1,2105,2021,150,32541,216.94,7,40.91,0.0467,21,1.0847,1.96,2.23,3377.61,NRZ,9.63,1.86,1.0638,Low,Old
2,34352,2022,238,56119,235.79,7,65.84,0.0294,4,1.178971,0.87,1.55,4973.79,Hired,11.28,13.17,0.1386,Medium,New
2,36943,2020,138,29924,216.84,11,43.96,0.0797,30,1.084203,0.7,2.97,2832.28,Hired,10.57,1.42,2.5923,Low,Old
2,36569,2021,227,23544,103.72,4,68.64,0.0176,7,0.51859,0.99,2.5,4534.77,Hired,5.19,8.58,0.0639,Medium,Young
2,35853,2017,320,87702,274.07,10,64.88,0.0312,4,1.370344,1.46,2.64,6026.88,Hired,14.55,12.98,0.171,Medium,New
1,1031,2017,202,47409,234.7,11,44.4,0.0545,19,1.17349,1.1,2.95,3672.04,NRZ,12.91,2.22,1.2151,Low,Mature
2,35059,2019,246,30979,125.93,4,79.74,0.0163,3,0.629654,1.84,1.53,4710.89,Hired,6.58,19.93,0.0308,Medium,New
2,37093,2022,338,53388,157.95,5,68.15,0.0148,2,0.789763,1.87,1.51,6941.62,Hired,7.69,22.72,0.0234,Medium,New
2,36717,2021,143,18393,128.62,8,52.83,0.0559,26,0.643112,1.53,2.83,3408.38,Hired,5.4,1.96,0.9347,Low,Old
1,1017,2022,178,43695,245.48,5,50.68,0.0281,23,1.227388,1.35,3.46,3684.22,NRZ,11.86,2.11,0.7933,Low,Old
2,36668,2019,148,38107,257.48,4,53.67,0.027,27,1.287399,1.41,1.82,3551.41,Hired,10.73,1.92,0.9385,Low,Old
1,2107,2021,273,77274,283.05,11,51.87,0.0403,10,1.415275,1.73,1.65,6101.02,NRZ,12.67,4.72,0.5704,Low,Young
1,1028,2024,161,15834,106.53,11,39.42,0.0493,18,0.532668,1.82,2.56,3732.33,NRZ,4.24,2.07,0.4727,Critical,Mature
1,1008,2023,206,62964,285.45,12,37.34,0.0465,13,1.427229,0.99,1.9,4262.68,NRZ,14.77,2.67,0.8628,Critical,Mature
1,1009,2024,121,34496,285.09,7,43.43,0.0579,33,1.425455,0.57,1.56,2634.73,NRZ,13.09,1.28,2.7236,Low,Old
1,2105,2018,196,22079,112.65,8,53.01,0.0408,14,0.56324,1.48,3.04,4507.52,NRZ,4.9,3.53,0.3217,Low,Mature
2,35879,2023,108,9826,90.98,2,64.0,0.0185,29,0.454907,1.18,2.77,2465.29,Hired,3.99,2.13,0.2441,Medium,Old
2,35013,2021,153,26236,171.48,8,46.18,0.0523,23,0.857386,0.88,3.5,3378.67,Hired,7.77,1.92,1.0313,Low,Old
2,34240,2018,120,25086,280.23,11,39.35,0.0797,23,1.401159,0.82,2.69,2581.61,Hired,9.72,1.64,2.5685,Critical,Old
1,1016,2024,152,24151,158.89,7,47.6,0.0461,23,0.794441,1.72,2.91,2963.93,NRZ,8.15,1.98,0.8423,Low,Old
2,36874,2024,86,19348,224.98,4,61.89,0.0465,34,1.124884,1.84,2.12,1729.6,Hired,11.19,1.77,1.7784,Medium,Old
1,1029,2021,236,63775,270.23,12,49.08,0.0508,15,1.351165,0.92,1.53,4592.19,NRZ,13.89,3.07,1.0296,Low,Mature
2,37090,2021,316,54816,173.47,5,71.84,0.0158,5,0.867342,1.18,2.5,6669.69,Hired,8.22,11.97,0.0685,Medium,New
2,35854,2023,153,39885,260.69,5,53.56,0.0327,29,1.303431,1.2,3.05,3644.6,Hired,10.94,1.79,1.236,Low,Old
2,35378,2018,154,28121,182.6,11,53.11,0.0714,24,0.913019,1.5,1.85,3463.61,Hired,8.12,2.12,1.5645,Low,Old
2,34977,2023,120,22905,190.88,3,58.34,0.025,28,0.954375,0.61,2.41,2830.62,Hired,8.09,2.01,0.6681,Low,Old
2,35992,2017,172,22565,131.19,6,66.34,0.0349,18,0.655959,0.88,2.72,3350.92,Hired,6.73,3.49,0.4121,Medium,Mature
2,35035,2020,282,31404,111.36,2,63.09,0.0071,6,0.556809,0.6,2.09,6179.81,Hired,5.08,9.01,0.0237,Medium,Young
1,1015,2021,113,23663,209.41,5,59.02,0.0442,28,1.047035,1.77,2.44,2056.49,NRZ,11.51,2.04,1.2958,Low,Old
2,35863,2019,250,46053,184.21,4,61.56,0.016,1,0.92106,1.42,2.32,5904.67,Hired,7.8,30.78,0.0147,Medium,New
2,36558,2022,179,52789,294.91,9,58.92,0.0503,17,1.474553,1.77,1.51,3488.25,Hired,15.13,3.27,1.2609,Low,Mature
2,36226,2021,146,28321,193.98,9,47.64,0.0616,28,0.969897,1.43,3.2,2712.91,Hired,10.44,1.64,1.6729,Low,Old
1,2103,2024,145,16593,133.71,9,38.74,0.0526,19,0.668567,1.64,1.86,2649.14,NRZ,6.26,1.94,0.6682,Critical,Mature
2,36053,2021,231,58967,255.27,4,70.0,0.0173,14,1.276342,1.3,3.23,5231.41,Hired,11.27,4.67,0.3091,Medium,Mature
2,34485,2017,312,47341,151.73,8,52.93,0.0256,5,0.75867,1.21,1.57,7336.21,Hired,6.45,8.82,0.0971,Low,New
1,1006,2022,173,32116,185.64,8,57.16,0.0462,16,0.928208,0.98,3.17,3384.47,NRZ,9.49,3.36,0.6861,Low,Mature
1,1014,2024,142,17199,121.12,9,49.74,0.0634,25,0.605599,1.76,2.47,2986.76,NRZ,5.76,1.91,0.9599,Low,Old
1,2108,2021,224,42181,188.31,8,57.46,0.0357,18,0.94154,0.77,2.15,5052.02,NRZ,8.35,3.02,0.605,Low,Mature
2,34227,2022,181,22022,121.67,10,43.52,0.0552,25,0.608343,0.69,2.47,3861.3,Hired,5.7,1.67,0.8395,Low,Old
2,34240,2020,292,49069,168.04,5,67.37,0.0171,1,0.840223,0.56,2.29,6016.32,Hired,8.16,33.68,0.0144,Medium,New
1,1025,2017,146,25260,231.67,10,38.82,0.0552,23,1.158343,0.68,3.22,3141.9,NRZ,8.04,1.62,1.4706,Critical,Old
2,35735,2024,243,30025,123.56,8,51.73,0.0329,12,0.617798,1.09,1.6,5418.81,Hired,5.54,3.98,0.2439,Low,Mature
2,34392,2019,346,66132,191.13,6,62.91,0.0173,2,0.955665,0.98,3.12,8265.56,Hired,8.0,20.97,0.0331,Medium,New
2,34858,2019,273,40391,147.95,8,50.05,0.0293,10,0.739762,1.55,2.26,5298.49,Hired,7.62,4.55,0.2168,Low,Young
2,34636,2023,232,39259,169.22,2,71.48,0.0086,7,0.846099,1.46,3.02,5431.3,Hired,7.23,8.94,0.0509,Medium,Young
2,34281,2019,158,44688,282.84,7,45.92,0.0443,23,1.414177,1.93,2.86,2908.32,Hired,15.37,1.91,1.4409,Low,Old
1,1007,2023,220,29499,134.09,8,51.44,0.0364,18,0.670432,1.06,1.86,4358.93,NRZ,6.77,2.71,0.4393,Low,Mature
1,1017,2022,164,27208,165.9,11,46.14,0.0671,23,0.829512,1.05,1.69,3750.66,NRZ,7.25,1.92,1.2802,Low,Old
2,34579,2021,181,39708,219.38,6,46.51,0.0331,24,1.096906,1.04,2.48,3493.68,Hired,11.37,1.86,0.8714,Low,Old
1,2102,2020,297,50603,170.38,5,57.68,0.0168,5,0.851902,0.78,2.62,5583.67,NRZ,9.06,9.61,0.0716,Low,New
1,1012,2023,316,87946,278.31,10,56.05,0.0316,4,1.391551,0.89,2.38,7429.37,NRZ,11.84,11.21,0.1759,Low,New
1,1006,2023,198,43452,219.45,5,50.77,0.0253,14,1.097273,1.94,2.49,3647.88,NRZ,11.91,3.38,0.3887,Low,Mature
2,34451,2024,157,39185,249.59,6,65.19,0.0382,24,1.24793,0.69,1.51,3610.06,Hired,10.85,2.61,1.1441,Medium,Old
2,35223,2020,223,55262,247.81,7,67.08,0.0314,9,1.239058,1.87,2.49,4639.43,Hired,11.91,6.71,0.3502,Medium,Young
1,1015,2018,195,40423,238.28,14,37.54,0.0569,15,1.191402,1.89,2.39,3752.58,NRZ,10.77,2.35,1.0169,Critical,Mature
2,34430,2020,219,33842,154.53,9,58.92,0.0411,18,0.772648,0.7,2.08,4898.49,Hired,6.91,3.1,0.5716,Low,Mature
1,2102,2021,219,55597,253.87,7,64.37,0.032,8,1.269338,1.21,3.02,4607.33,NRZ,12.07,7.15,0.325,Medium,Young
2,36073,2023,124,40200,324.19,8,42.7,0.0645,29,1.620968,1.76,1.99,2533.2,Hired,15.87,1.42,3.032,Low,Old
1,1008,2020,252,53628,212.81,9,51.83,0.0357,12,1.064048,0.92,3.49,5729.87,NRZ,9.36,3.99,0.4558,Low,Mature
2,36668,2023,115,23858,207.46,5,61.34,0.0435,32,1.037304,1.4,3.1,2213.2,Hired,10.78,1.86,1.4439,Medium,Old
2,36003,2021,134,39719,296.41,6,53.12,0.0448,25,1.482052,0.7,1.81,2852.63,Hired,13.92,2.04,1.6599,Low,Old
2,35445,2019,331,70480,212.93,8,67.43,0.0242,3,1.064653,1.54,1.63,6977.6,Hired,10.1,16.86,0.0773,Medium,New
1,1026,2017,232,60733,261.78,11,47.01,0.0474,15,1.308901,1.06,2.11,5216.65,NRZ,11.64,2.94,0.9306,Low,Mature
1,1028,2018,203,19930,98.18,5,53.37,0.0246,16,0.490887,1.17,2.51,4812.42,NRZ,4.14,3.14,0.1932,Low,Mature
2,36260,2023,157,45662,290.84,7,64.32,0.0446,23,1.454204,0.76,2.44,3084.67,Hired,14.8,2.68,1.4917,Medium,Old
1,1005,2023,200,45893,229.47,11,51.62,0.055,17,1.147325,0.94,1.61,3685.55,NRZ,12.45,2.87,1.0727,Low,Mature
2,35661,2021,154,18770,121.88,4,52.87,0.026,21,0.609416,1.27,2.72,3634.05,Hired,5.17,2.4,0.3327,Low,Old
1,1011,2020,162,54869,338.7,5,58.51,0.0309,24,1.693488,1.75,3.14,3758.98,NRZ,14.6,2.34,1.2559,Low,Old
2,34464,2019,150,20471,136.47,8,50.69,0.0533,28,0.682367,0.55,2.72,3485.39,Hired,5.87,1.75,1.0184,Low,Old
1,1031,2020,209,39492,188.96,7,51.69,0.0335,19,0.944785,1.98,2.65,4386.82,NRZ,9.0,2.58,0.6014,Low,Mature
2,36348,2021,264,23951,90.72,5,54.82,0.0189,12,0.453617,0.64,2.99,5805.34,Hired,4.13,4.22,0.1029,Low,Mature
2,35386,2023,183,37353,204.11,9,43.83,0.0492,19,1.020574,1.85,2.98,4384.79,Hired,8.52,2.19,0.954,Low,Mature
2,34650,2023,104,21597,219.69,10,36.62,0.0806,28,1.098427,1.07,2.75,2046.69,Hired,10.55,1.26,2.4789,Critical,Old
2,35936,2024,178,28798,161.79,8,55.5,0.0449,25,0.808933,1.08,1.86,3834.5,Hired,7.51,2.13,0.908,Low,Old
2,35697,2022,208,48461,232.99,4,63.41,0.0192,14,1.164928,0.73,1.77,4648.72,Hired,10.42,4.23,0.3131,Medium,Mature
1,2102,2018,233,54627,234.45,5,51.43,0.0215,14,1.172253,1.21,3.16,4273.15,NRZ,12.78,3.43,0.3528,Low,Mature
2,36595,2022,227,50048,220.48,7,57.28,0.0308,10,1.102379,1.39,1.65,5200.86,Hired,9.62,5.21,0.3395,Low,Young
2,36304,2023,131,27568,210.44,7,50.87,0.0534,28,1.052214,0.81,1.55,2480.27,Hired,11.11,1.75,1.5733,Low,Old
1,2102,2023,103,24163,234.59,4,60.21,0.0388,31,1.172961,1.68,2.71,2244.6,NRZ,10.76,1.88,1.4108,Medium,Old
2,34577,2018,185,43119,233.08,11,52.95,0.0595,24,1.165378,1.68,1.7,4181.39,Hired,10.31,2.12,1.6642,Low,Old
1,2103,2017,293,81179,277.06,5,71.96,0.0171,1,1.385307,0.57,2.67,5659.79,NRZ,14.34,35.98,0.0237,Medium,New
1,2109,2019,208,51566,247.91,12,42.73,0.0577,17,1.239567,1.89,2.37,4123.13,NRZ,12.51,2.37,1.2159,Low,Mature
2,34405,2020,243,41666,171.47,6,62.28,0.0247,8,0.857325,1.28,2.96,4702.47,Hired,8.86,6.92,0.1694,Medium,Young
1,1023,2022,243,61738,254.07,9,57.32,0.037,10,1.270329,1.76,2.82,5656.82,NRZ,10.91,5.21,0.47,Low,Young
1,1022,2022,181,47342,261.56,9,54.1,0.0497,22,1.30779,1.04,2.79,3827.93,NRZ,12.37,2.35,1.4299,Low,Old
1,1021,2024,240,57309,238.79,3,61.54,0.0125,4,1.193938,1.47,2.15,4390.88,NRZ,13.05,12.31,0.0597,Medium,New
2,36410,2024,110,31011,281.92,9,48.53,0.0818,31,1.409591,1.62,2.67,2269.02,Hired,13.67,1.52,3.5744,Low,Old
2,36746,2024,172,42461,246.87,11,55.59,0.064,17,1.234331,1.44,2.21,3624.77,Hired,11.71,3.09,1.343,Low,Mature
2,35903,2024,234,27124,115.91,5,67.44,0.0214,16,0.579573,1.59,2.35,4630.62,Hired,5.86,3.97,0.1984,Medium,Mature
1,1006,2023,118,23992,220.83,11,39.62,0.0671,27,1.104146,1.37,2.5,2444.73,NRZ,9.81,1.41,2.0004,Critical,Old
1,1011,2024,122,22320,182.95,8,49.71,0.0656,27,0.914754,0.71,3.16,2438.6,NRZ,9.15,1.78,1.6202,Low,Old
2,36927,2021,213,50145,235.42,5,62.02,0.0235,11,1.177113,1.99,2.25,4536.89,Hired,11.05,5.17,0.3043,Medium,Mature
2,34939,2018,222,48462,218.3,10,59.93,0.045,17,1.091486,1.23,2.98,5225.9,Hired,9.27,3.33,0.835,Low,Mature
1,1016,2021,256,54144,211.5,3,68.32,0.0117,5,1.0575,1.73,1.91,5355.81,NRZ,10.11,11.39,0.0619,Medium,New
2,35394,2017,335,79535,237.42,4,68.1,0.0119,4,1.18709,1.5,3.49,7981.9,Hired,9.96,13.62,0.0565,Medium,New
1,1011,2023,327,65051,198.93,3,72.02,0.0092,3,0.994664,1.38,2.91,6253.22,NRZ,10.4,18.0,0.0275,Medium,New
1,2102,2024,184,22039,119.78,7,45.91,0.038,15,0.598886,0.94,2.73,3545.26,NRZ,6.22,2.87,0.3414,Low,Mature
2,34472,2024,174,47709,274.19,8,58.87,0.046,25,1.370948,1.07,1.61,3705.77,Hired,12.87,2.26,1.5766,Low,Old
1,2103,2019,184,43724,237.63,6,62.59,0.0326,17,1.188152,1.07,2.72,3681.68,NRZ,11.88,3.48,0.6585,Medium,Mature
2,35346,2023,269,33746,125.45,5,71.59,0.0186,10,0.627249,0.72,1.69,5262.79,Hired,6.41,6.51,0.1167,Medium,Young
1,1007,2021,159,30818,193.82,6,49.16,0.0377,25,0.969119,1.3,1.84,2961.11,NRZ,10.41,1.89,0.9134,Low,Old
1,2103,2018,238,27737,116.54,7,51.9,0.0294,11,0.58271,0.95,2.16,4932.51,NRZ,5.62,4.32,0.1884,Low,Mature
1,1028,2017,189,53099,280.95,7,55.67,0.037,23,1.404735,0.61,3.38,3605.22,NRZ,14.73,2.32,1.1954,Low,Old
2,34524,2021,195,33588,172.25,12,43.54,0.0615,21,0.861231,1.84,1.91,4376.02,Hired,7.68,1.98,1.1123,Low,Old
1,1010,2019,259,33304,128.59,3,77.55,0.0116,2,0.642934,0.7,2.83,4735.34,NRZ,7.03,25.85,0.0149,Medium,New
2,34788,2017,150,33856,273.36,14,32.28,0.0749,24,1.366791,0.81,2.65,2873.2,Hired,11.78,1.29,2.4569,Critical,Old
2,36776,2020,183,40358,220.54,6,56.44,0.0328,22,1.102678,0.85,2.31,4144.29,Hired,9.74,2.45,0.7957,Low,Old
2,37035,2019,239,48655,203.58,10,42.83,0.0418,17,1.017887,1.23,3.29,5679.27,Hired,8.57,2.38,0.7233,Low,Mature
2,35224,2017,298,45997,154.35,7,71.85,0.0235,8,0.771762,0.83,2.31,6403.91,Hired,7.18,7.98,0.1451,Medium,Young
2,34868,2021,285,77269,271.12,7,63.19,0.0246,3,1.355596,0.98,1.97,5486.33,Hired,14.08,15.8,0.1,Medium,New
2,36238,2019,160,26910,168.19,6,60.9,0.0375,20,0.840938,1.9,3.4,3595.15,Hired,7.49,2.9,0.6307,Medium,Mature
1,1027,2019,190,37060,195.05,9,54.79,0.0474,20,0.975263,1.32,2.81,3893.42,NRZ,9.52,2.61,0.9245,Low,Mature
2,35135,2018,119,27322,272.29,10,39.27,0.0671,25,1.361443,0.81,1.76,2184.08,Hired,12.51,1.51,2.2838,Critical,Old
2,36847,2021,244,59587,244.21,3,78.35,0.0123,5,1.221045,0.94,3.0,4692.29,Hired,12.7,13.06,0.0751,Medium,New
1,1008,2024,115,21694,243.62,9,38.01,0.0672,30,1.218097,0.89,3.19,2125.15,NRZ,10.21,1.23,2.4557,Critical,Old
2,36906,2020,323,56091,173.66,2,76.77,0.0062,1,0.868282,1.7,2.03,7225.58,Hired,7.76,38.38,0.0054,Medium,New
1,1029,2024,195,20153,103.35,6,47.57,0.0308,15,0.516744,0.52,2.07,4275.71,NRZ,4.71,2.97,0.2387,Low,Mature
2,35454,2021,256,26594,103.88,2,65.73,0.0078,3,0.519414,1.22,3.47,4755.71,Hired,5.59,16.43,0.0122,Medium,New
1,1008,2021,334,29454,88.19,6,65.38,0.018,2,0.440928,0.51,3.44,7055.59,NRZ,4.17,21.79,0.0159,Medium,New
2,36733,2018,312,40024,128.28,5,61.49,0.016,7,0.64141,0.73,2.2,7257.7,Hired,5.51,7.69,0.0718,Medium,Young
1,1017,2018,286,45867,160.37,5,73.82,0.0175,1,0.801871,0.78,1.63,6088.14,NRZ,7.53,36.91,0.014,Medium,New
2,35596,2019,128,34020,253.35,11,38.54,0.0647,19,1.266765,1.58,1.63,2847.43,Hired,11.95,1.93,1.5572,Critical,Mature
1,1025,2018,291,65431,224.85,8,62.78,0.0275,10,1.124244,1.88,1.92,5873.65,NRZ,11.14,5.71,0.3092,Medium,Young
1,1018,2023,225,19214,85.4,3,75.98,0.0133,6,0.426978,1.88,1.72,4350.35,NRZ,4.42,10.85,0.0341,Medium,Young
2,36301,2023,242,28258,116.77,4,75.16,0.0165,6,0.583843,1.82,1.51,5282.62,Hired,5.35,10.74,0.0578,Medium,Young
2,35891,2017,251,81570,324.98,7,63.73,0.0279,6,1.6249,0.51,2.32,4807.41,Hired,16.97,9.1,0.272,Medium,Young
2,36145,2022,245,40724,166.22,5,63.44,0.0204,5,0.831102,0.5,1.68,5477.65,Hired,7.43,10.57,0.0848,Medium,New
2,35011,2022,327,52929,161.86,6,67.61,0.0183,2,0.809312,0.7,3.15,7439.01,Hired,7.12,22.54,0.0296,Medium,New
2,35400,2018,279,76871,275.52,8,50.82,0.0287,8,1.377616,1.64,2.55,5070.9,Hired,15.16,5.65,0.3163,Low,Young
1,2104,2018,320,51549,161.09,6,58.26,0.0187,1,0.805453,1.83,1.76,5829.91,NRZ,8.84,29.13,0.0151,Low,New
1,2104,2020,119,29865,250.97,10,42.85,0.084,30,1.254832,1.95,2.85,2304.32,NRZ,12.96,1.38,3.1622,Low,Old
1,1007,2023,146,31254,214.07,6,52.7,0.0411,23,1.070342,0.95,3.3,2679.32,NRZ,11.66,2.2,1.0118,Low,Old
2,35116,2017,223,41886,187.83,7,63.3,0.0314,11,0.939148,1.77,2.09,4417.13,Hired,9.48,5.28,0.3244,Medium,Mature
2,34954,2022,302,28070,92.95,4,73.38,0.0132,7,0.464735,1.85,1.85,5982.28,Hired,4.69,9.17,0.0429,Medium,Young
1,1004,2021,128,13529,105.7,5,45.43,0.0391,29,0.528477,1.81,2.7,2555.62,NRZ,5.29,1.51,0.5992,Low,Old
2,35507,2024,174,30640,176.09,5,57.48,0.0287,25,0.88046,1.71,1.53,3421.76,Hired,8.95,2.21,0.6317,Low,Old
2,36068,2017,218,33036,151.54,10,46.76,0.0459,20,0.757706,1.4,2.22,5141.64,Hired,6.43,2.23,0.6956,Low,Mature
1,1022,2019,220,19417,88.26,8,54.6,0.0364,13,0.441295,1.09,3.31,4871.01,NRZ,3.99,3.9,0.2088,Low,Mature
1,1009,2022,219,28500,130.14,6,57.0,0.0274,11,0.650685,1.99,1.51,4232.78,NRZ,6.73,4.75,0.1961,Low,Mature
1,1024,2017,155,19540,126.06,3,59.13,0.0194,21,0.630323,1.91,2.22,2962.0,NRZ,6.6,2.69,0.2568,Low,Old
1,1028,2018,274,29758,108.61,4,60.97,0.0146,7,0.543029,0.84,2.71,5071.33,NRZ,5.87,7.62,0.0555,Medium,Young
1,1002,2017,221,56589,256.06,5,59.04,0.0226,7,1.280294,0.78,2.18,4926.81,NRZ,11.49,7.38,0.2025,Low,Young
1,1002,2021,299,87383,292.25,5,56.69,0.0167,6,1.461254,1.94,2.8,6222.89,NRZ,14.04,8.1,0.1464,Low,Young
2,35018,2018,259,49259,190.19,6,71.73,0.0232,1,0.950946,1.01,2.19,5685.83,Hired,8.66,35.86,0.0221,Medium,New
2,36807,2023,134,14976,111.76,6,55.28,0.0448,27,0.558806,1.38,1.64,2523.0,Hired,5.94,1.97,0.6759,Low,Old
1,1017,2024,245,70934,289.53,7,65.16,0.0286,8,1.447633,0.72,1.99,5435.02,NRZ,13.05,7.24,0.3312,Medium,Young
1,1011,2021,187,43373,231.94,7,54.25,0.0374,18,1.159706,0.69,2.46,4448.1,NRZ,9.75,2.86,0.7807,Low,Mature
2,36039,2020,331,32005,96.69,3,68.09,0.0091,3,0.483459,1.91,1.94,7562.29,Hired,4.23,17.02,0.0132,Medium,New
1,2103,2022,232,63339,273.01,7,53.71,0.0302,11,1.365065,1.29,2.52,4995.44,NRZ,12.68,4.48,0.4535,Low,Mature
1,1012,2021,309,46118,149.25,3,62.64,0.0097,5,0.746246,1.44,2.13,7339.2,NRZ,6.28,10.44,0.0362,Medium,New
2,36232,2019,287,76912,267.99,10,56.69,0.0348,10,1.33993,0.82,2.87,5629.72,Hired,13.66,5.15,0.4663,Low,Young
1,1006,2019,208,43389,208.6,5,49.59,0.024,11,1.043005,0.72,1.89,4858.44,NRZ,8.93,4.13,0.2754,Low,Mature
2,36469,2017,227,72814,320.77,11,56.54,0.0485,18,1.603833,1.06,3.23,4482.76,Hired,16.24,2.98,1.4001,Low,Mature
1,1017,2020,221,65754,297.53,14,42.97,0.0633,16,1.487647,0.9,1.63,5201.27,NRZ,12.64,2.53,1.5067,Low,Mature
2,35855,2024,95,15300,161.05,3,64.26,0.0316,34,0.805263,1.97,2.54,1824.26,Hired,8.39,1.84,0.8652,Medium,Old
1,1006,2019,335,49271,147.08,6,70.33,0.0179,1,0.735388,1.58,2.54,7041.79,NRZ,7.0,35.16,0.0132,Medium,New
2,34734,2023,243,72412,297.99,5,71.55,0.0206,7,1.489959,1.13,2.4,5214.18,Hired,13.89,8.94,0.2149,Medium,Young
1,2104,2019,355,71065,200.18,7,63.26,0.0197,1,1.000915,1.55,2.26,8204.38,NRZ,8.66,31.63,0.0197,Medium,New
1,1014,2019,187,39575,211.63,9,40.8,0.0481,21,1.058155,0.57,2.81,4364.58,NRZ,9.07,1.85,1.0688,Low,Old
1,1006,2018,285,50311,176.53,5,65.11,0.0175,1,0.882649,1.54,2.92,5232.62,NRZ,9.61,32.56,0.0154,Medium,New
1,1015,2017,181,18771,103.71,4,49.28,0.0221,18,0.518536,1.11,3.29,3627.16,NRZ,5.18,2.59,0.2063,Low,Mature
1,1002,2018,293,79901,272.7,5,64.24,0.0171,1,1.363498,1.72,2.6,5337.45,NRZ,14.97,32.12,0.0233,Medium,New
1,1029,2018,147,40707,276.92,11,50.06,0.0748,25,1.384592,0.67,2.64,3060.56,NRZ,13.3,1.93,2.5892,Low,Old
2,36012,2022,241,52456,217.66,5,54.31,0.0207,14,1.088299,1.8,2.94,5588.56,Hired,9.39,3.62,0.3154,Low,Mature
2,36412,2020,171,29751,173.98,7,54.94,0.0409,19,0.869912,1.16,1.8,3457.23,Hired,8.61,2.75,0.676,Low,Mature
2,35196,2020,248,63246,255.02,6,59.76,0.0242,12,1.275121,1.49,1.69,5811.27,Hired,10.88,4.6,0.3703,Low,Mature
1,1002,2019,286,46760,163.5,5,62.58,0.0175,4,0.817483,1.08,2.69,6539.88,NRZ,7.15,12.52,0.0572,Medium,New
1,1018,2022,130,36951,284.24,5,42.52,0.0385,30,1.421192,1.28,3.39,2672.65,NRZ,13.83,1.37,1.6415,Low,Old
1,1002,2024,232,66592,287.03,7,56.44,0.0302,8,1.435172,1.83,3.18,5065.36,NRZ,13.15,6.27,0.3467,Low,Young
1,2107,2019,302,57857,191.58,6,67.61,0.0199,1,0.957897,0.68,3.02,5965.99,NRZ,9.7,33.8,0.0191,Medium,New
2,34741,2024,223,31770,142.47,8,47.17,0.0359,14,0.712332,1.86,1.79,4078.29,Hired,7.79,3.14,0.358,Low,Mature
1,1019,2019,123,17847,140.14,8,38.54,0.0516,23,0.700677,1.73,2.82,2941.27,NRZ,6.07,1.61,0.8316,Critical,Old
1,1029,2018,274,52264,190.74,5,63.7,0.0182,7,0.953723,1.02,2.3,6197.33,NRZ,8.43,7.96,0.1215,Medium,Young
2,35428,2017,270,64400,238.52,5,61.75,0.0185,8,1.192593,0.9,1.53,6015.71,Hired,10.71,6.86,0.1765,Medium,Young
1,1012,2021,265,66781,252.0,4,72.11,0.0151,1,1.260019,1.44,3.41,5059.86,NRZ,13.2,36.06,0.019,Medium,New
1,2109,2018,261,83772,320.97,6,58.24,0.023,4,1.604828,0.93,2.84,5357.81,NRZ,15.64,11.65,0.1476,Low,New
1,1023,2024,267,38154,142.9,5,65.4,0.0187,9,0.714494,0.64,1.64,5941.56,NRZ,6.42,6.54,0.1202,Medium,Young
1,1028,2017,142,16930,119.23,7,41.68,0.0493,27,0.596127,0.89,2.44,2842.5,NRZ,5.96,1.49,0.7935,Low,Old
2,36494,2020,156,34124,218.74,6,64.39,0.0385,23,1.093718,1.4,1.72,3341.95,Hired,10.21,2.68,0.9685,Medium,Old
2,36551,2018,271,46619,172.03,4,69.26,0.0148,2,0.860129,1.45,3.21,5981.69,Hired,7.79,23.09,0.0255,Medium,New
1,1011,2017,272,92582,340.38,6,68.85,0.0221,1,1.701875,1.11,2.23,6166.81,NRZ,15.01,34.42,0.0376,Medium,New
1,1021,2023,198,55773,281.68,5,61.41,0.0253,16,1.408409,1.5,2.08,3610.8,NRZ,15.45,3.61,0.5701,Medium,Mature
1,1011,2017,238,24113,101.32,7,61.8,0.0294,10,0.506576,0.98,2.68,5082.94,NRZ,4.74,5.62,0.1489,Medium,Young
2,35362,2020,249,65868,264.53,6,70.59,0.0241,4,1.322651,1.82,2.89,4778.03,Hired,13.79,14.12,0.1275,Medium,New
1,1022,2023,287,42777,149.05,7,65.94,0.0244,6,0.745244,1.72,1.68,5266.24,NRZ,8.12,9.42,0.1091,Medium,Young
